T,T_true,n,method,estimator,pvalue,reject,alpha,test_statistic,threshold,total_time_sec,fit_time_sec,final_fit_mmd,seed
10,20,300,pgd,fast_pgd,0.0,True,0.05,0.060700688511133194,0.025948520749807358,339.43688487494364,8.977816583937965,0.07175329327583313,0
10,20,300,pgd,fast_pgd,0.17000000178813934,False,0.05,0.028493966907262802,0.050785768777132034,303.03707370802294,6.317397125065327,0.03771107271313667,1
10,20,300,pgd,fast_pgd,0.07999999821186066,False,0.05,0.046366628259420395,0.049455683678388596,304.27361941698473,6.264564499957487,0.045333392918109894,2
10,20,300,pgd,fast_pgd,0.0,True,0.05,0.11426310986280441,0.02364722080528736,302.09536820906214,6.281690833973698,0.1048944890499115,3
10,20,300,pgd,fast_pgd,0.1599999964237213,False,0.05,0.040732242166996,0.07090896368026733,304.6570599999977,6.322378583019599,0.025118893012404442,4
10,20,300,pgd,fast_pgd,0.0,True,0.05,0.08871705085039139,0.03179116174578667,303.32929566700477,6.1106040419545025,0.09521318972110748,5
